0	2.3584	48.832
1	2.35897	48.8529
2	2.36764	48.8322
3	2.37574	48.8533
4	2.22305	48.8682
5	2.3727	48.8346
6	2.38618	48.8346
7	2.38435	48.8143
8	2.37347	48.8209
9	2.37896	48.8199
10	2.37044	48.8219
11	2.39605	48.8347
12	2.39504	48.8365
13	2.36919	48.8297
14	2.38311	48.8296
15	2.36833	48.8317
16	2.45458	48.8367
17	2.47364	48.8229
18	2.3329	48.8584
19	2.35829	48.8381
20	2.35077	48.8369
21	2.3004	48.8771
22	2.38293	48.8781
23	2.39249	48.8466
24	2.33048	48.8925
25	2.34831	48.8956
26	2.31964	48.8185
27	2.35072	48.8349
28	2.3403	48.8934
29	2.40782	48.8476
30	2.35512	48.8372
31	2.37442	48.8653
32	2.33258	48.8416
33	2.34157	48.8348
34	2.31301	48.9034
35	2.37934	48.8957
36	2.32424	48.8708
37	2.28174	48.8789
38	2.35208	48.8274
39	2.36307	48.8404
40	2.40162	48.8644
41	2.44609	48.8187
42	2.3676	48.8794
43	2.38215	48.8134
44	2.33146	48.891
45	2.34554	48.8508
46	2.37268	48.8548
47	2.32046	48.8422
48	2.33252	48.8943
49	2.34047	48.8489
50	2.34317	48.8514
51	2.3255	48.8233
52	2.39454	48.8394
53	2.34392	48.8918
54	2.35195	48.8401
55	2.33706	48.8515
56	2.36943	48.8216
57	2.38871	48.8251
58	2.29759	48.8617
59	2.33026	48.8268
60	2.29569	48.8695
61	2.37379	48.8519
62	2.39773	48.8342
63	2.33826	48.8515
64	2.30303	48.8827
65	2.29173	48.8906
66	2.39507	48.8483
67	2.38553	48.8779
68	2.29802	48.8848
69	2.33954	48.8709
70	2.3318	48.8503
71	2.31091	48.8851
72	2.34733	48.8674
73	2.34302	48.8936
74	2.34051	48.8908
75	2.32428	48.8753
76	2.37894	48.8404
77	2.32018	48.8482
78	2.32105	48.8208
79	2.36897	48.8296
80	2.32355	48.8244
81	2.32586	48.8302
82	2.43838	48.8481
83	2.24404	48.8874
84	2.36611	48.8276
85	2.37091	48.8276
86	2.38361	48.8129
87	2.26621	48.8489
88	2.3043	48.8571
89	2.32865	48.8456
90	2.32714	48.8737
91	2.3563	48.8396
92	2.28602	48.8822
93	2.35903	48.8501
94	2.36704	48.8687
95	2.29074	48.8527
96	2.40555	48.8779
97	2.32883	48.8858
98	2.3725	48.8236
99	2.3721	48.8355
100	2.33253	48.8278
101	2.39223	48.8361
102	2.34059	48.8543
103	2.32511	48.8527
104	2.33128	48.8531
105	2.31665	48.8499
106	2.33799	48.8708
107	2.38529	48.8432
108	2.34142	48.8888
109	2.34167	48.8631
110	2.34914	48.8638
111	2.34872	48.8654
112	2.29658	48.8702
