8981	27962	14	56
8981	27914	277	1108
8981	6246	374	1496
8977	1221	106	424
8977	34961	18	72
8977	39226	32	128
8976	9014	38	38
8976	14693	55	55
8966	8949	236	944
8966	14712	102	204
8966	1255	65	260
8949	8966	236	944
8949	9302	8	16
8949	1269	141	564
56144	56143	129	516
56144	9029	11	22
56144	16580	124	248
56143	16536	45	180
56143	56201	115	460
8941	9030	15	60
8941	56190	125	125
8951	9296	22	22
8951	16576	109	109
8960	55328	8	32
8960	16569	105	105
8928	16570	13	26
8928	58414	9	9
57527	57502	193	193
57527	9010	18	18
57502	58599	12	24
57502	16262	129	258
57502	16327	194	194
8944	8983	351	351
8944	56486	19	19
8983	59056	210	210
8983	16315	205	205
8983	59483	12	12
8927	38654	75	300
55509	23579	92	368
55509	34342	7	28
8985	6176	7	28
8985	45039	56	224
8985	7759	7	28
8971	16588	43	172
8971	34980	2	8
8971	37438	783	783
9053	9057	13	52
9053	9073	10	40
9057	14517	11	44
9057	59295	232	232
56299	16594	14	14
56299	2013	61	122
56326	9075	15	60
56326	9296	173	173
9075	26002	10	10
9073	9053	10	40
9073	38224	29	29
9007	12003	158	158
9007	2632	16	32
9007	35001	4	16
9058	56332	9	18
9058	33127	318	1272
54644	56486	31	31
54644	33564	78	312
56486	8944	19	19
56486	58599	277	277
56486	33564	54	54
58599	57502	12	24
58599	58598	154	154
9010	37217	23	23
9010	55297	10	10
9021	9067	161	161
9021	9037	15	15
9029	56144	11	22
9029	16568	130	260
9029	25768	192	768
9012	9066	215	430
9012	16585	14	28
9012	16600	114	456
9049	16562	13	13
9049	16603	366	366
9049	35674	252	504
56318	8951	14	14
56318	56315	91	91
9067	9051	13	26
9067	1416	64	128
9067	35757	9	9
9061	1466	36	72
9061	1416	35	70
9061	44108	73	146
9060	1442	15	30
9060	1468	65	130
9000	1467	56	112
9000	1463	15	30
9044	9068	42	42
9044	44161	130	520
9068	2940	25	25
9068	2880	102	102
9051	9067	13	26
9051	2875	14	14
9037	54744	19	19
9037	58476	89	89
9001	8976	55	55
9001	14693	16	16
9014	8976	38	38
9014	28911	55	110
9014	8660	55	55
55328	8960	8	32
55328	56312	167	167
55328	12851	274	548
9054	56311	127	127
9054	24003	229	458
9054	25954	8	32
9070	56971	268	536
9070	16312	127	127
9070	8660	97	97
9025	9001	20	20
9025	1240	171	171
9030	55601	14	14
9030	49224	77	308
9005	16559	67	134
9005	31217	138	276
9005	35674	85	170
9066	9012	215	430
9066	16591	39	78
9066	31229	106	212
56610	56607	26	104
56610	17162	170	680
54614	17534	185	740
54614	54681	14	56
